Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
BEACH WOOD DISTRESS,Closeouts,,$121.50,$182.25,RICH DARK TAUPE,APPROX. 27 sq ft *This is a Half Hide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN TEXTURE,MEDIUM SHEEN,SILKY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL ANILINE DYED ON EUROPEAN STEER,"Made in Italy, New London is a bold, sumptuous pull-up leather. Finished with full aniline dyes on European hides, New London is a signature leather for individuals that prize the beauty and rich character of strong pull-up leather. New London's waxy finish is intended to distress and ""burst with lighter tones"" but the original coloring can be returned by working the leather by hand with a quality leather conditioner. With use, the patina of the New London will only improve developing a rich, timeless look. Some subtle natural markings may be present with most blending seamlessly into the bold character of the leather. Subtle variations in tone within the hide and hide to hide are to be expected. Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/a/taupestone1_3.jpg,,https://www.leatherhidestore.com/new-london-beachwood-leather-hide-1.html
WARM SUGAR COOKIE,Closeouts,,$184.50,$292.50,CREAM,Approx 45 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,BUTTERY SOFT,EXCELLENT,"Warm Sugar Cookie is a beautiful, buttery soft leather at a great price. Offering a pebbled texture and made for high traffic use, we are proud to offer this premium full-grain leather at a price anyone can afford. Approx Weight: 3.0 oz/sq.ft. Approx Thickness: 1.4-1.5mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_1613_1.jpg,,https://www.leatherhidestore.com/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-2.html
COBBLESTONE DISTRESS,Closeouts,,$229.10,$304.50,CASTLE ROCK,APPROX 58 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful lightly distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32754/s/k1105-cobblestone%20distress/category/1990/
SEATTLE HAZE,Closeouts,,$196.80,$312.00,RICH TAUPE,APPROX 48 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Seattle Haze is a very nice premium full grain leather at an excellent pice. Apprx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/6/k663_seattle_haze_c1_2_1.jpg,,https://www.leatherhidestore.com/k663-seattle-haze-1.html
WARM SUGAR COOKIE,Closeouts,,$217.30,$344.50,CREAM,Approx 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Warm Sugar Cookie is a beautiful soft leather at a great price. Offering a pebbled texture and made for high traffic use, we are proud to offer this premium full-grain leather at a price anyone can afford. Approx Weight: 3.0 oz/sq.ft. Approx Thickness: 1.4-1.5mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_1613.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32796/s/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-1/category/1991/
SMOKEY SHADOW,Closeouts,,$183.75,$257.25,SOFT TAUPE,APPROX 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Smokey Shadow is a lovely leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k819_smokey_shadow_c1_1.jpg,,https://www.leatherhidestore.com/k819-a%20smokey%20shadow.html
COBBLESTONE DISTRESS,Closeouts,,$252.80,$336.00,CASTLE ROCK,APPROX 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful lightly distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_2_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32755/
WHITE BLOSSOM,Closeouts,,$195.00,$273.00,WHITE,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32666/s/k1096-white-blossom/category/1991/
DOVETAIL GREY,Closeouts,,$165.00,$231.00,LIGHT GREY,APPROX 44 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Dovetail Grey is a lovely leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k815_covetail_grey_c2_1.jpg,,https://www.leatherhidestore.com/k815-a-dovetail-grey-1.html
WHITE BLOSSOM,Closeouts,,$273.75,$383.25,WHITE,Approx 73 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1_1_1.jpg,,https://www.leatherhidestore.com/k1096-b-white-blossom-1.html
COBBLESTONE DISTRESS,Closeouts,,$185.65,$246.75,CASTLE ROCK,APPROX 47 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful lightly distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_2_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32827/
VANILLA CUPCAKE,Closeouts,,$200.20,$273.00,CREAMY WHITE,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Vanilla Cupcake is an elegant leather at an exceptional price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_49_2.jpg,,https://www.leatherhidestore.com/k1100-b-pumpkin-spice-2.html
WHITE BLOSSOM,Closeouts,,$153.75,$215.25,WHITE,Approx 41 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1_1.jpg,,https://www.leatherhidestore.com/k1096-a-white-blossom-1.html
VANILLA CUPCAKE,Closeouts,,$261.80,$357.00,CREAMY WHITE,Approx 68 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Vanilla Cupcake is an elegant leather at an exceptional price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_49_2_1_1.jpg,,https://www.leatherhidestore.com/k1101-a-vanilla-cupcake-1.html
VANILLA CUPCAKE,Closeouts,,$111.65,$152.25,CREAMY WHITE,Approx 29 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Vanilla Cupcake is an elegant leather at an exceptional price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_49_2_1_1_1.jpg,,https://www.leatherhidestore.com/k1101-b-vanilla-cupcake-2.html
WHITE BLOSSOM,Closeouts,,$172.50,$241.50,WHITE,Approx 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32667/
